"Wall Schedule"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Family"	"Base Constraint"	"Top Offset"	"Top Constraint"	"Unconnected Height"	"Volume"	"Area"	"Width"	"Length"	"Type"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.30 m³"	"3 m²"	"100"	"1746"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.29 m³"	"3 m²"	"100"	"1733"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.29 m³"	"6 m²"	"50"	"1619"	"CG -50"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.28 m³"	"4 m²"	"80"	"1805"	"CG -80"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.26 m³"	"3 m²"	"80"	"1542"	"CG -80"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.26 m³"	"5 m²"	"50"	"1424"	"CG -50"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.25 m³"	"3 m²"	"100"	"1203"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.25 m³"	"4 m²"	"70"	"1873"	"CG -70"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.21 m³"	"2 m²"	"100"	"542"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.18 m³"	"2 m²"	"100"	"943"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.17 m³"	"2 m²"	"100"	"568"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.17 m³"	"2 m²"	"100"	"619"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.16 m³"	"2 m²"	"100"	"458"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"7.66 m³"	"29 m²"	"260"	"7364"	"CG - 260"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"6.97 m³"	"29 m²"	"240"	"7364"	"CG - 240"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"6.90 m³"	"28 m²"	"250"	"6950"	"CG - 250"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"6.64 m³"	"28 m²"	"240"	"6737"	"CG - 240"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"6.02 m³"	"24 m²"	"250"	"6020"	"CG - 250"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"5.76 m³"	"23 m²"	"250"	"5754"	"CG - 250"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"5.52 m³"	"23 m²"	"240"	"5754"	"CG - 240"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"5.12 m³"	"51 m²"	"100"	"12800"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"5.09 m³"	"64 m²"	"80"	"18735"	"CG -80"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"5.00 m³"	"50 m²"	"100"	"13017"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"4.11 m³"	"21 m²"	"200"	"5178"	"CG - 200mm"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.72 m³"	"19 m²"	"200"	"4644"	"CG - 200mm"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.72 m³"	"37 m²"	"100"	"11952"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.71 m³"	"37 m²"	"100"	"10619"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.69 m³"	"18 m²"	"200"	"4576"	"CG - 200mm"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.47 m³"	"35 m²"	"100"	"10800"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.44 m³"	"14 m²"	"240"	"3466"	"CG - 240"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.42 m³"	"14 m²"	"250"	"3415"	"CG - 250"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.38 m³"	"13 m²"	"260"	"3119"	"CG - 260"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.38 m³"	"34 m²"	"100"	"8959"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.05 m³"	"16 m²"	"190"	"3966"	"CG - 190"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"3.01 m³"	"12 m²"	"260"	"3076"	"CG - 260"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.74 m³"	"27 m²"	"100"	"8322"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.69 m³"	"27 m²"	"100"	"7295"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.68 m³"	"8 m²"	"350"	"1965"	"CG - 350"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.66 m³"	"27 m²"	"100"	"7610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.61 m³"	"7 m²"	"360"	"1931"	"CG - 360"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.41 m³"	"10 m²"	"250"	"2534"	"CG - 250"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.28 m³"	"11 m²"	"200"	"2848"	"CG - 200mm 3"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.15 m³"	"22 m²"	"100"	"5426"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.15 m³"	"22 m²"	"100"	"5426"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"2.05 m³"	"20 m²"	"100"	"5220"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.87 m³"	"23 m²"	"80"	"6585"	"CG -80"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.85 m³"	"19 m²"	"100"	"4761"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4575"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4585"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.52 m³"	"8 m²"	"200"	"1958"	"CG - 200mm"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.49 m³"	"15 m²"	"100"	"3780"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.45 m³"	"15 m²"	"100"	"3534"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.38 m³"	"14 m²"	"100"	"3661"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.19 m³"	"12 m²"	"100"	"3508"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.17 m³"	"12 m²"	"100"	"3085"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"1.08 m³"	"11 m²"	"100"	"3254"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.96 m³"	"10 m²"	"100"	"2483"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.93 m³"	"12 m²"	"80"	"3076"	"CG -80"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2203"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2260"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2254"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2254"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.85 m³"	"9 m²"	"90"	"2525"	"CG - 90"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.80 m³"	"8 m²"	"100"	"2051"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.74 m³"	"7 m²"	"100"	"2025"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.73 m³"	"7 m²"	"100"	"1831"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.71 m³"	"7 m²"	"100"	"1856"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.68 m³"	"7 m²"	"100"	"1881"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.64 m³"	"6 m²"	"100"	"1669"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.62 m³"	"6 m²"	"100"	"1559"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.56 m³"	"6 m²"	"100"	"1585"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.54 m³"	"5 m²"	"100"	"1966"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.52 m³"	"5 m²"	"100"	"1466"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.41 m³"	"5 m²"	"80"	"1958"	"CG -80"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.38 m³"	"5 m²"	"70"	"1881"	"CG -70"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.35 m³"	"4 m²"	"85"	"1669"	"CG -85"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.33 m³"	"3 m²"	"100"	"1754"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.33 m³"	"3 m²"	"100"	"907"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.32 m³"	"3 m²"	"100"	"1720"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.31 m³"	"6 m²"	"50"	"1576"	"CG -50"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.30 m³"	"4 m²"	"80"	"1856"	"CG -80"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.27 m³"	"5 m²"	"50"	"1424"	"CG -50"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.26 m³"	"3 m²"	"100"	"1203"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.22 m³"	"2 m²"	"100"	"610"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.20 m³"	"2 m²"	"100"	"963"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.20 m³"	"2 m²"	"100"	"458"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.18 m³"	"2 m²"	"100"	"458"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.16 m³"	"2 m²"	"100"	"450"	"CG - 100"
"Basic Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	"0.05 m³"	"0 m²"	"250"	"51"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"7.36 m³"	"29 m²"	"250"	"7381"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"7.02 m³"	"28 m²"	"250"	"7020"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"6.04 m³"	"24 m²"	"250"	"6040"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"5.76 m³"	"23 m²"	"250"	"5839"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"5.58 m³"	"56 m²"	"100"	"17464"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"5.18 m³"	"52 m²"	"100"	"13258"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"4.74 m³"	"53 m²"	"90"	"13763"	"CG - 90"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"4.43 m³"	"17 m²"	"260"	"4260"	"CG - 260"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"4.26 m³"	"21 m²"	"200"	"5229"	"CG - 200mm"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.85 m³"	"15 m²"	"250"	"3686"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.66 m³"	"18 m²"	"200"	"4619"	"CG - 200mm"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.61 m³"	"14 m²"	"250"	"3483"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.57 m³"	"16 m²"	"225"	"4408"	"CG - 225"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.41 m³"	"34 m²"	"100"	"9104"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.30 m³"	"33 m²"	"100"	"9068"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.25 m³"	"13 m²"	"250"	"3127"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.17 m³"	"32 m²"	"100"	"8508"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.17 m³"	"32 m²"	"100"	"10020"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"3.00 m³"	"12 m²"	"250"	"3127"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.99 m³"	"16 m²"	"190"	"4040"	"CG - 190"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.96 m³"	"30 m²"	"100"	"7407"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.87 m³"	"8 m²"	"350"	"2051"	"CG - 350"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.74 m³"	"8 m²"	"360"	"1950"	"CG - 360"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.66 m³"	"11 m²"	"250"	"2534"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.59 m³"	"26 m²"	"100"	"7356"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.45 m³"	"24 m²"	"100"	"6246"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.43 m³"	"24 m²"	"100"	"6120"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.40 m³"	"24 m²"	"100"	"5949"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.36 m³"	"9 m²"	"250"	"2556"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.36 m³"	"10 m²"	"240"	"2508"	"CG - 240"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"2.33 m³"	"23 m²"	"100"	"6585"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.95 m³"	"8 m²"	"250"	"2042"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.95 m³"	"8 m²"	"250"	"2153"	"CG - 250"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.83 m³"	"18 m²"	"100"	"4627"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.83 m³"	"18 m²"	"100"	"4627"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.83 m³"	"18 m²"	"100"	"4627"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.83 m³"	"18 m²"	"100"	"4627"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.83 m³"	"18 m²"	"100"	"4627"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.83 m³"	"18 m²"	"100"	"4627"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.78 m³"	"18 m²"	"100"	"4560"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.77 m³"	"18 m²"	"100"	"4480"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.53 m³"	"15 m²"	"100"	"3865"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.53 m³"	"15 m²"	"100"	"3983"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.53 m³"	"18 m²"	"85"	"6126"	"CG -85"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.52 m³"	"8 m²"	"200"	"2000"	"CG - 200mm"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.38 m³"	"14 m²"	"100"	"3661"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.38 m³"	"14 m²"	"100"	"3661"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.16 m³"	"12 m²"	"100"	"3076"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.16 m³"	"12 m²"	"100"	"3585"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.16 m³"	"12 m²"	"100"	"3076"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.15 m³"	"4 m²"	"260"	"1102"	"CG - 260"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"1.07 m³"	"11 m²"	"100"	"3254"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.96 m³"	"10 m²"	"100"	"2483"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.94 m³"	"9 m²"	"100"	"2534"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.92 m³"	"9 m²"	"100"	"2203"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.88 m³"	"9 m²"	"100"	"2373"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.88 m³"	"9 m²"	"100"	"2373"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.88 m³"	"9 m²"	"100"	"2373"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.74 m³"	"7 m²"	"100"	"2025"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.71 m³"	"7 m²"	"100"	"1907"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.71 m³"	"7 m²"	"100"	"1763"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.69 m³"	"7 m²"	"100"	"1822"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.69 m³"	"7 m²"	"100"	"1890"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.64 m³"	"6 m²"	"100"	"1669"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.64 m³"	"8 m²"	"80"	"2000"	"CG -80"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.60 m³"	"6 m²"	"100"	"1636"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.52 m³"	"5 m²"	"100"	"1475"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.52 m³"	"5 m²"	"100"	"1525"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.51 m³"	"5 m²"	"100"	"1949"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.44 m³"	"4 m²"	"100"	"1178"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.41 m³"	"4 m²"	"100"	"1669"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.38 m³"	"4 m²"	"100"	"1585"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.37 m³"	"4 m²"	"100"	"1492"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.36 m³"	"4 m²"	"100"	"898"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.36 m³"	"4 m²"	"90"	"1169"	"CG - 90"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.33 m³"	"3 m²"	"100"	"1746"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.32 m³"	"3 m²"	"100"	"1746"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.31 m³"	"6 m²"	"50"	"1610"	"CG -50"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.29 m³"	"3 m²"	"90"	"763"	"CG - 90"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.27 m³"	"1 m²"	"225"	"305"	"CG - 225"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.27 m³"	"4 m²"	"70"	"1864"	"CG -70"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.27 m³"	"4 m²"	"70"	"1890"	"CG -70"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.27 m³"	"5 m²"	"50"	"1424"	"CG -50"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.25 m³"	"3 m²"	"100"	"1203"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.19 m³"	"2 m²"	"100"	"636"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.19 m³"	"2 m²"	"100"	"585"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.18 m³"	"2 m²"	"80"	"610"	"CG -80"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.16 m³"	"2 m²"	"100"	"559"	"CG - 100"
"Basic Wall"	"5F"	"0"	"Up to level: RF"	"4000"	"0.16 m³"	"2 m²"	"100"	"458"	"CG - 100"
"Basic Wall"	"5F"	"-1825"	"Up to level: RF"	"2175"	"0.01 m³"	"0 m²"	"120"	"1407"	"CG - 120"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"10.38 m³"	"53 m²"	"200"	"22558"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"10.37 m³"	"53 m²"	"200"	"22558"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"7.48 m³"	"37 m²"	"200"	"14852"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"3500"	"6.35 m³"	"25 m²"	"250"	"7257"	"CG - 252"
"Basic Wall"	"RF"	"0"	"Unconnected"	"3500"	"6.35 m³"	"25 m²"	"250"	"7435"	"CG - 252"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"5.28 m³"	"27 m²"	"200"	"10699"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"5.09 m³"	"25 m²"	"200"	"10285"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"5.01 m³"	"25 m²"	"200"	"10037"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"4.45 m³"	"18 m²"	"250"	"9242"	"CG - 252"
"Basic Wall"	"RF"	"0"	"Unconnected"	"3500"	"4.44 m³"	"22 m²"	"200"	"7435"	"CG - 200mm"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"4.38 m³"	"18 m²"	"250"	"7621"	"CG - 252"
"Basic Wall"	"RF"	"3500"	"Up to level: RF"	"3500"	"4.02 m³"	"16 m²"	"250"	"4545"	"CG - 252"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"3.88 m³"	"19 m²"	"200"	"7560"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"3.12 m³"	"16 m²"	"200"	"6892"	"CG - 200mm 3"
