"Wall Schedule"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Family"	"Base Constraint"	"Top Offset"	"Top Constraint"	"Unconnected Height"	"Volume"	"Area"	"Width"	"Length"	"Type"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.53 m³"	"15 m²"	"100"	"4249"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.52 m³"	"8 m²"	"200"	"1896"	"CG - 200mm"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.46 m³"	"18 m²"	"80"	"4610"	"CG -80"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.37 m³"	"14 m²"	"100"	"3661"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.36 m³"	"14 m²"	"100"	"3451"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.17 m³"	"12 m²"	"100"	"3093"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.11 m³"	"11 m²"	"100"	"3254"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"1.10 m³"	"14 m²"	"80"	"3661"	"CG -80"
"Basic Wall"	"1/F"	"0"	"Unconnected"	"2300"	"1.02 m³"	"10 m²"	"100"	"4500"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.96 m³"	"10 m²"	"100"	"2480"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.92 m³"	"9 m²"	"100"	"2254"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2331"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2192"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2331"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.83 m³"	"8 m²"	"100"	"2036"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.75 m³"	"7 m²"	"100"	"2034"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.75 m³"	"9 m²"	"80"	"2390"	"CG -80"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.69 m³"	"7 m²"	"100"	"1534"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.69 m³"	"7 m²"	"100"	"1780"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.68 m³"	"7 m²"	"100"	"1873"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.68 m³"	"7 m²"	"100"	"1888"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.61 m³"	"6 m²"	"100"	"1678"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.59 m³"	"5 m²"	"110"	"2222"	"CG - 110"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.56 m³"	"6 m²"	"100"	"1404"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.56 m³"	"6 m²"	"100"	"1576"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.56 m³"	"6 m²"	"100"	"1534"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.50 m³"	"5 m²"	"100"	"1822"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.45 m³"	"4 m²"	"100"	"1650"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.45 m³"	"5 m²"	"100"	"1297"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.41 m³"	"4 m²"	"100"	"1508"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.40 m³"	"4 m²"	"100"	"898"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.35 m³"	"4 m²"	"90"	"1873"	"CG - 90"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.32 m³"	"3 m²"	"100"	"1695"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.31 m³"	"4 m²"	"80"	"1888"	"CG -80"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.30 m³"	"6 m²"	"50"	"1619"	"CG -50"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.27 m³"	"5 m²"	"50"	"1424"	"CG -50"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.18 m³"	"2 m²"	"100"	"568"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.16 m³"	"2 m²"	"100"	"441"	"CG - 100"
"Basic Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	"0.16 m³"	"2 m²"	"100"	"441"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"7.07 m³"	"29 m²"	"240"	"7364"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"7.02 m³"	"28 m²"	"250"	"7020"	"CG - 250"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"6.97 m³"	"29 m²"	"240"	"7441"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"6.74 m³"	"28 m²"	"240"	"7263"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"6.27 m³"	"63 m²"	"100"	"17969"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"6.20 m³"	"25 m²"	"250"	"6200"	"CG - 250"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"5.75 m³"	"24 m²"	"240"	"5754"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"5.52 m³"	"23 m²"	"240"	"5754"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"5.41 m³"	"36 m²"	"150"	"9136"	"CG - 150"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"5.09 m³"	"51 m²"	"100"	"15583"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"4.51 m³"	"19 m²"	"240"	"4700"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"4.14 m³"	"41 m²"	"100"	"12523"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"4.10 m³"	"21 m²"	"200"	"5229"	"CG - 200mm"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.84 m³"	"38 m²"	"100"	"12034"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.80 m³"	"45 m²"	"85"	"13099"	"CG -85"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.73 m³"	"19 m²"	"200"	"4627"	"CG - 200mm"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.57 m³"	"36 m²"	"100"	"9085"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.44 m³"	"14 m²"	"250"	"3442"	"CG - 250"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.30 m³"	"33 m²"	"100"	"8890"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.29 m³"	"16 m²"	"200"	"3975"	"CG - 200mm"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.12 m³"	"13 m²"	"240"	"3085"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"3.01 m³"	"12 m²"	"250"	"3085"	"CG - 250"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.85 m³"	"28 m²"	"100"	"7508"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.77 m³"	"8 m²"	"360"	"1972"	"CG - 360"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.60 m³"	"26 m²"	"100"	"7441"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.55 m³"	"25 m²"	"100"	"6475"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.31 m³"	"10 m²"	"225"	"2562"	"CG - 225"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.26 m³"	"11 m²"	"200"	"2831"	"CG - 200mm 3"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.23 m³"	"22 m²"	"100"	"5500"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"2.09 m³"	"21 m²"	"100"	"5500"	"CG - 100"
"Basic Wall"	"2F"	"-150"	"Up to level: 3F"	"3850"	"2.05 m³"	"21 m²"	"100"	"5375"	"CG - 100"
"Basic Wall"	"2F"	"-150"	"Up to level: 3F"	"3850"	"2.05 m³"	"21 m²"	"100"	"5375"	"CG - 100"
"Basic Wall"	"2F"	"-150"	"Up to level: 3F"	"3850"	"2.05 m³"	"21 m²"	"100"	"5375"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.88 m³"	"19 m²"	"100"	"4644"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.83 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4686"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.82 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.80 m³"	"18 m²"	"100"	"4550"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.62 m³"	"18 m²"	"90"	"4550"	"CG - 90"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.55 m³"	"18 m²"	"85"	"4610"	"CG -85"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.51 m³"	"15 m²"	"100"	"3729"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.50 m³"	"6 m²"	"240"	"1678"	"CG - 240"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.46 m³"	"18 m²"	"80"	"4610"	"CG -80"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.44 m³"	"7 m²"	"200"	"1949"	"CG - 200mm"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.37 m³"	"14 m²"	"100"	"3661"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.18 m³"	"12 m²"	"100"	"3588"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.18 m³"	"15 m²"	"80"	"3838"	"CG -80"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.11 m³"	"11 m²"	"100"	"3251"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"1.10 m³"	"14 m²"	"80"	"3661"	"CG -80"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.99 m³"	"12 m²"	"85"	"3085"	"CG -85"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.97 m³"	"10 m²"	"100"	"2483"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2381"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2381"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2381"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.88 m³"	"9 m²"	"100"	"2254"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.85 m³"	"9 m²"	"90"	"2525"	"CG - 90"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.80 m³"	"8 m²"	"100"	"2051"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.74 m³"	"7 m²"	"100"	"2025"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.72 m³"	"7 m²"	"100"	"1864"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.72 m³"	"7 m²"	"100"	"1831"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.68 m³"	"7 m²"	"100"	"1881"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.63 m³"	"6 m²"	"100"	"1678"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.60 m³"	"6 m²"	"100"	"1669"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.56 m³"	"6 m²"	"100"	"1576"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.53 m³"	"5 m²"	"100"	"2254"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.53 m³"	"5 m²"	"100"	"1441"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.52 m³"	"5 m²"	"100"	"1475"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.41 m³"	"4 m²"	"100"	"1669"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.41 m³"	"5 m²"	"80"	"1949"	"CG -80"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.36 m³"	"4 m²"	"100"	"898"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.32 m³"	"3 m²"	"100"	"1746"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.31 m³"	"4 m²"	"80"	"1864"	"CG -80"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.31 m³"	"6 m²"	"50"	"1619"	"CG -50"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.27 m³"	"4 m²"	"70"	"1881"	"CG -70"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.27 m³"	"5 m²"	"50"	"1424"	"CG -50"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.25 m³"	"1 m²"	"250"	"254"	"CG - 250"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.25 m³"	"3 m²"	"100"	"1203"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.22 m³"	"2 m²"	"100"	"606"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.21 m³"	"2 m²"	"100"	"949"	"CG - 100"
"Basic Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	"0.16 m³"	"2 m²"	"100"	"458"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"7.26 m³"	"28 m²"	"260"	"7254"	"CG - 260"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"7.08 m³"	"28 m²"	"250"	"7356"	"CG - 250"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"6.66 m³"	"27 m²"	"250"	"6737"	"CG - 250"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"6.64 m³"	"27 m²"	"250"	"6950"	"CG - 250"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"6.46 m³"	"27 m²"	"240"	"7254"	"CG - 240"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"6.01 m³"	"23 m²"	"260"	"5754"	"CG - 260"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"5.94 m³"	"59 m²"	"100"	"17949"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"5.75 m³"	"22 m²"	"260"	"5754"	"CG - 260"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"5.56 m³"	"23 m²"	"240"	"6020"	"CG - 240"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"5.09 m³"	"51 m²"	"100"	"16250"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"4.01 m³"	"20 m²"	"200"	"5161"	"CG - 200mm"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"3.59 m³"	"36 m²"	"100"	"10619"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"3.57 m³"	"13 m²"	"270"	"3442"	"CG - 270"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"3.55 m³"	"36 m²"	"100"	"11330"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"3.52 m³"	"18 m²"	"200"	"4568"	"CG - 200mm"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"3.51 m³"	"18 m²"	"200"	"4559"	"CG - 200mm"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"3.03 m³"	"12 m²"	"250"	"3076"	"CG - 250"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.89 m³"	"12 m²"	"250"	"3140"	"CG - 250"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.87 m³"	"15 m²"	"190"	"4020"	"CG - 190"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.77 m³"	"8 m²"	"360"	"2000"	"CG - 360"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.77 m³"	"28 m²"	"100"	"8593"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.58 m³"	"26 m²"	"100"	"7305"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.56 m³"	"10 m²"	"250"	"2508"	"CG - 250"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.49 m³"	"7 m²"	"360"	"1924"	"CG - 360"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"2.41 m³"	"24 m²"	"100"	"7322"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.99 m³"	"20 m²"	"100"	"5508"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.84 m³"	"18 m²"	"100"	"4600"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4686"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4610"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.76 m³"	"18 m²"	"100"	"4619"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.52 m³"	"18 m²"	"85"	"4729"	"CG -85"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.46 m³"	"7 m²"	"200"	"2000"	"CG - 200mm"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.44 m³"	"14 m²"	"100"	"3780"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.40 m³"	"18 m²"	"80"	"4610"	"CG -80"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.33 m³"	"13 m²"	"100"	"3669"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.33 m³"	"13 m²"	"100"	"3669"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.30 m³"	"15 m²"	"85"	"3864"	"CG -85"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.14 m³"	"11 m²"	"100"	"3585"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.12 m³"	"11 m²"	"100"	"2949"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"1.03 m³"	"10 m²"	"100"	"3203"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.93 m³"	"9 m²"	"100"	"2483"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.89 m³"	"9 m²"	"100"	"2254"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.85 m³"	"8 m²"	"100"	"2200"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.85 m³"	"8 m²"	"100"	"2254"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.85 m³"	"8 m²"	"100"	"2381"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.77 m³"	"8 m²"	"100"	"2051"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.72 m³"	"7 m²"	"100"	"2034"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.72 m³"	"9 m²"	"80"	"2517"	"CG -80"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.68 m³"	"7 m²"	"100"	"1856"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.66 m³"	"7 m²"	"100"	"1831"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.65 m³"	"7 m²"	"100"	"1873"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.62 m³"	"6 m²"	"100"	"1542"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.62 m³"	"6 m²"	"100"	"1678"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.56 m³"	"6 m²"	"100"	"1463"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.50 m³"	"5 m²"	"100"	"1466"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.49 m³"	"5 m²"	"100"	"1958"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.45 m³"	"5 m²"	"100"	"1534"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.36 m³"	"4 m²"	"100"	"1585"	"CG - 100"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.35 m³"	"4 m²"	"80"	"1847"	"CG -80"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.33 m³"	"4 m²"	"80"	"1678"	"CG -80"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.31 m³"	"1 m²"	"250"	"320"	"CG - 250"
"Basic Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	"0.31 m³"	"3 m²"	"100"	"1424"	"CG - 100"
